0.000199, 0.019900, 20
0.000995, 0.039801, 20
0.002786, 0.089552, 20
0.005771, 0.149254, 20
0.009950, 0.208955, 20
0.015323, 0.268657, 20
0.021891, 0.328358, 20
0.029652, 0.388060, 20
0.038607, 0.447761, 20
0.048756, 0.507463, 20
0.060100, 0.567164, 20
0.072637, 0.626866, 20
0.086368, 0.686567, 20
0.101294, 0.746269, 20
0.117413, 0.805970, 20
0.134726, 0.865672, 20
0.153234, 0.925373, 20
0.172935, 0.985075, 20
0.193831, 1.044776, 20
0.215920, 1.104478, 20
0.239204, 1.164179, 20
0.263682, 1.223881, 20
0.289353, 1.283582, 20
0.316219, 1.343284, 20
0.344279, 1.402985, 20
0.373532, 1.462687, 20
0.403980, 1.522388, 20
0.435622, 1.582090, 20
0.468458, 1.641791, 20
0.502488, 1.701493, 20
0.537711, 1.761194, 20
0.574129, 1.820896, 20
0.611741, 1.880597, 20
0.650547, 1.940299, 20
0.690547, 2.000000, 20
0.731741, 2.059701, 20
0.774129, 2.119403, 20
0.817711, 2.179104, 20
0.862488, 2.238806, 20
0.908458, 2.298507, 20
0.955622, 2.358209, 20
1.003980, 2.417910, 20
1.053532, 2.477612, 20
1.104279, 2.537313, 20
1.156219, 2.597015, 20
1.209353, 2.656716, 20
1.263682, 2.716418, 20
1.319204, 2.776119, 20
1.375920, 2.835821, 20
1.433831, 2.895522, 20
1.492935, 2.955224, 20
1.553234, 3.014925, 20
1.614726, 3.074627, 20
1.677413, 3.134328, 20
1.741294, 3.194030, 20
1.806368, 3.253731, 20
1.872637, 3.313433, 20
1.940100, 3.373134, 20
2.008756, 3.432836, 20
2.078607, 3.492537, 20
2.149652, 3.552239, 20
2.221891, 3.611940, 20
2.295323, 3.671642, 20
2.349726, 2.720145, 20
2.402397, 2.633537, 20
2.454460, 2.603166, 20
2.505732, 2.563587, 20
2.555885, 2.507656, 20
2.604475, 2.429479, 20
2.651083, 2.330430, 20
2.695439, 2.217788, 20
2.737397, 2.097893, 20
2.776822, 1.971223, 20
2.813595, 1.838684, 20
2.847630, 1.701716, 20
2.878878, 1.562409, 20
2.907349, 1.423580, 20
2.933125, 1.288807, 20
2.956373, 1.162363, 20
2.977353, 1.049034, 20
2.996429, 0.953791, 20
3.014056, 0.881342, 20
3.030768, 0.835604, 20
3.047152, 0.819208, 20
3.063815, 0.833125, 20
3.081345, 0.876529, 20
3.100284, 0.946915, 20
3.121093, 1.040455, 20
3.144142, 1.152485, 20
3.169703, 1.278036, 20
3.197949, 1.412294, 20
